NAME,LONGDD,LATDD
NYOWITA,34.4,-0.68
NUKI,38.65,3.1
NYUNDO,39.6,-3.82
NZALAGOBE,33.98,0.12
NTHETU,38.02,-0.23
NZOIA,34.22,0.02
NZOIA,33.95,0.05
NZOLA,39.62,-3.45
NZUNGUL,38.88,-0.6
NZUNGULI,38.88,-0.82
OBADO,34.27,-0.08
OBALA,34.05,-0.35
OBALUANDA,34.28,-0.05
OBAMBO,34.63,-0.1
OBAMBO,34.47,-0.6
OBAMBOSUBLOCATION,34.2,0.05
OBAMGO,34.78,-0.3
OBANDA,34.03,-0.55
OBANDO,34.03,-0.53
OBANDO,34.03,-0.55
OBANGA,34.08,-0.68
OBAROSUBLOCATION,34.02,0.02
OBER,34.4,0.03
OBERA,34.48,-0.68
OBILA,34.45,-0.97
OBILO GOD,34.03,-0.53
OBO,40.3,-1.35
OBOCH,34.4,-0.08
OBOKE,34.58,-0.65
OBARE,34.6,-0.42
OBSIDIANRIDGE,34.4,-0.08
OBWARE,34.23,-0.85
OBWARE,34.23,-0.87
OBWOLO,34.78,-0.03
OCHIBO,34.18,-0.73
OCHIENG GOD,34.42,-0.58
KOCHIENG GOD,34.43,-0.93
OCHUNA,34.1,-0.78
MWATA,34.63,-0.68
ODA,41.38,3.58
ODA,40.2,-2.47
ODA,39.08,3.05
ODAANDMUYEMKUUSECTION,40.22,-2.48
ODAWO,34.8,-0.52
ODEK,34.55,-0.82
ODHIAMBO GOT,34.57,-0.45
ODIAWO GOT,34.05,-0.37
ODIDI,34.12,0.23
ODIENYA,34.57,-0.7
ODIERO,34.27,-0.18
ODINGO,34.62,-0.62
ODOK,34.62,-0.92
ODONDI,34.55,-0.82
ODORA,34.37,-0.3
ODOYO,34.43,-0.57
ODUNDU,34.05,-0.57
OFAFA,36.87,-1.28
OFULA,34.2,0.28
OFWANGA,34.6,-0.72
OGADA,34.72,-0.03
OGAKA,34.28,-1.02
OGAMA,34.45,-0.63
GOROGANA,34.72,-0.38
OGANDE,34.05,-0.58
AGONGO,34.47,-0.87
OGANGO,34.48,-0.78
OGANGO,34.48,-0.8
OGARWEINHILLS,40.73,3.35
OGENYAPOINT,34.82,-0.27
AGERO,34.48,0
OGILO,34.8,-0.42
OGONGO,34.4,-0.6
OGONISHU,40.42,4.05
OGONO,34.28,-0.48
OGORCHI,39.47,3.22
OGORCHILIBO,39.45,3.18
OGORO,34.38,-0.48
OGUNTIR,39.55,2.82
OGWAMRONDO,34.55,-0.08
OGWEO,34.57,-0.53
OHERA,34.42,0.05
OHIA,40.2,1.55
OHINGA,34.4,-0.52
OHINGA,34.38,-0.53
OHIYA,40.25,1.47
OJOLA,34.65,-0.07
OJOLASUBLOCATION,34.65,-0.08
OJUOK,34.55,-0.77
OJWANDOSUBLOCATION,34.22,0.07
OJWANG,34.35,-0.02
OKAME,34.2,0.52
OKAMSI,39.52,-0.53
OKANA,34.88,-0.13
OKANOWACH,34.87,-0.35
OKE,35.37,-0.6
OKEKELE,35.02,-0.88
OKENGE,34.28,-0.92
OKENGE,34.3,-0.92
MAWIRA,34.32,-0.25
OKOK,34.43,-0.68
OKONA,39.07,2.95
OKOLE,39.97,3.13
OKOTH,34.57,-0.93
OKUGE,34.37,-0.05
OKUMBA,34.62,-0.93
OKUMU,34.55,-0.92
OKUODO,34.08,-0.8
OKUODOPOINT,34.07,-0.8
OKUTA,34.05,-0.72
OKUTA,34.02,-0.85
LAMBWE,34.3,-0.48
OLAMBWEVALLEY,34.28,-0.58
LAMBWEVALLEYFOREST,34.28,-0.07
OLAMBWEVALLEYLOCATION,34.22,-0.65
LAMBWEVALLEYSETTLEMENTSCHEME,34.25,-0.07
OLAN,37.75,3.82
OLANDO,34.43,-0.57
OLANDO,34.28,-0.05
OLANDO,34.48,-0.52
KAHURI,34.57,-0.8
OLARABEL,36.23,0.03
OLARABEL,36.12,0.53
OLARAGWAI,36.45,-0.65
OLARE,34.53,-0.05
OLAREOLIMUDIAK,35.98,-0.35
OLASE,34.35,-0.87
OLCHOROLASOIT,35.25,-1.03
OLCHOROLOLEMWANEK,36.27,-0.88
OLDOINYOMESEREJI,35.25,-1.02
OLDUYOMBO,39.95,-3.4
OLEKELE,35.02,-0.88
OLEKO GOD,34.6,-0.6
OLENGAPE,35.75,-0.53
OLENGURUONE,35.68,-0.58
OLENGURUONESETTLEMENTAREA,35.63,-0.62
OLENKARUA,39.88,-1.72
NGIYEPE,36.23,0.48
OLEOLOBAR,36.03,-0.42
OLEOLONDO,36.38,-0.43
OLEOPONDAESTATE,36.03,-0.12
OLEPOLOSSUBSECTION,36.68,-1.35
OLESAKUT,36.55,-1.05
OLESOI,35.37,-0.88
OLESOI,35.3,-0.9
OLESOISUBLOCATION,35.37,-0.88
OLGALI,36.27,-0.8
OLGANEARO,36.35,-0.85
OGARIA,36.27,-0.88
OLKIMATARE,35.25,-1.02
OLKOKWA,36.07,0.6
OLLA,40.85,3.92
OLLERAIFARM,36.42,-0.8
OLMOIROGI,36.4,-0.58
OLMOROGISAWMILLS,36.23,-0.27
ELMENTEITA,36.02,-0.42
OLMUTII,34.18,-1.02
OLNCHORRO NDONYUO,37.77,1.4
OLABANAITA,36.05,-0.07
OLOBANITASWAMP,36.03,-0.08
OLOIDIENBAY,36.28,-0.8
OLOKURTO,35.08,-0.82
OLOKYIN,35.38,-0.95
OLOKYINSUBLOCATION,35.38,-0.95
HELLSGATE,36.32,-0.92
OLOLERAI,36.3,-0.78
OLONGAIESTATE,35.98,-0.02
LONGONOT,36.45,-0.97
OLOO GOD,34.1,-0.77
OLOPUROPURANA,36.82,-1.08
OLORONYO,36.05,-0.03
OLOWAMARA,37.62,1.47
OLOYA,34.13,-0.78
OLABANAITA,36.05,-0.08
OLTARAKWADAM,35.1,-0.85
OLUNGO,34.47,-0.75
ALUSOHILL,34.55,-0.58
NYAUU,34.55,-0.6
OMANGEHILL,34.2,-0.08
OMARJILO,41.72,3.8
LUANDAKOKOTH,34.42,-0.58
AMBAKA,34.88,-0.23
OMBASASILE,34.05,-0.08
OMBEYI,34.97,-0.12
OMBOARCHAEOLOGICALRESERVE,34.57,-0.07
OMBOGA,34.62,-0.43
OMBOK,34.4,-0.53
OMIAMALO,34.4,-0.02
OMOCHE,34.58,-0.57
OMODOLI,34.13,0.52
OMOYA,34.53,-0.53
OMUDEKE,34.37,0.7
OMUGA,34.38,-0.47
OMUGA,34.25,-0.77
OMWARE,34.6,-0.87
ENDARE ANGATA,36.07,-0.07
ONDIEKS,34.3,-0.75
ONDIRISWAMP,36.65,-1.25
ONGALA,34.6,-0.63
ONGALO,34.65,-0.08
ONGALO,34.6,-0.35
ONGALO,34.58,-0.63
DHOGE,34.37,-0.07
ONGARYAMA,34.15,0.53
ONGATAONDARE,36.07,-0.07
ONGATARONGAISUBSECTION,36.73,-1.38
ONGE,34.18,-0.85
ONGENG,34.45,-0.65
NYANDAGO,34.23,-1.02
NYANDAGO,34.25,-1.02
ANGOICHE,34.23,-1.02
ONGORO,34.78,-0.4
ONGORO,34.38,-0.92
ONGWE,40.07,-2.38
ONJIKO,35.07,-0.15
ONON,35.8,0.55
ONYANJE,34.43,0.03
OPADO,34.38,-0.53
OPANGA,34.85,-0.42
OPAPO,34.53,-0.7
OPIJA GOD,34.07,-0.52
OPIYO,34.57,-0.08
OPOK,34.72,-0.55
NYAMJINU,34.32,-0.53
OPORO,34.58,-0.55
OPOYA,34.48,-0.08
OPUCH,34.25,-0.58
EBURRU,36.25,-0.58
EBURRU OLDOINYO,36.23,-0.63
BURU,36.27,-0.63
EBURUFOREST,36.2,-0.07
OPUSERUTU,34.2,0.62
ORADO,34.6,-0.55
CHWOLHA,34.23,-0.77
ORANDO,34.58,-0.08
ORARE,39.27,-0.05
ORBU,39.78,-0.65
ORCHIDPOOL,35.3,-0.6
KAGIRR,36.12,3.6
OBERO,34.58,-0.6
ORIANG,34.62,-0.38
ORIANG,34.27,-0.72
ORIANG,34.92,-0.45
ORIDI,34.38,-0.78
ORIMBA,34.53,-0.55
ORIWO,34.57,-0.42
ORKEJULENGITOTO,36.53,-1.07
ORMANYE,36.87,-1.38
ORMANYECIRCUIT,36.8,-1.35
ORONDELE,38.08,2.53
ORUBA,34.45,-1.07
ORUBA,34.53,-0.97
ORUGA,34.53,-0.13
ORUSSUBLOCATION,36.22,0.97
OSANI,34.3,-0.08
OSANI,34.3,-0.82
OSANI,34.28,-0.08
OSANI,34.45,-0.95
OSANI,34.37,-0.92
OSBORNES,35.97,-0.53
OSEKE,34.2,-0.78
OSINA,34.32,-0.52
OSINDO,34.27,-0.03
OSIRUA,36.42,-0.8
OSODO,34.77,-0.32
OSODOPOINT,34.75,-0.3
OSOGO,34.43,-0.98
OSOGO,34.42,-0.98
OSULA,34.25,-0.08
OSURE,34.3,-0.72
OSURETE,34.2,0.62
OSURETESUBLOCATION,34.23,0.6
OTANGE,34.38,-0.82
OTANGEPLAIN,34.37,-0.82
OTARO,34.57,-0.38
OTARO,34.05,-0.58
OTATI,34.02,-0.77
OTATI,34.02,-0.78
OTATI,34.18,-0.77
OTEGO,34.35,-0.55
OTHANYSUBLOCATION,34.52,-0.02
OTHOCHRAKUOM,34.18,-1.02
OTIENDE,36.78,-1.32
OTIMONG,34.18,0.47
OTINGA,34.58,-0.87
OTODO,34.23,0.02
OTOK,34.62,-0.38
OTONGOLO,34.7,-0.08
OTHORO,34.38,-0.9
OTOTO,34.43,-0.82
OTUOK,34.25,-0.07
OTWORO,34.93,-0.43
OUMAS,34.28,-0.9
OUTERRINGROAD,36.88,-1.27
OVERGOGAR,35.82,-0.23
OWADE,34.73,-0.42
OWICH,34.1,-0.8
OWIET,34.45,-0.95
OWIGA,34.2,-0.68
OWEMBI,34.32,-0.23
OYANI,34.58,-1.03
IYARE,34.3,-0.08
OYANIFARMINSTITUTE,34.52,-0.98
OYENGO GOT,34.03,0.12
OYINJO,34.47,-1.07
OYOMBE,34.65,-0.45
OYUGIS,34.73,-0.52
OYUGIS,34.72,-0.05
PAKA,36.22,0.92
PALA,34.55,-0.35
PALA,34.45,-0.8
MBALA,34.43,-0.8
PALA,34.98,-0.43
PALAKUMI,39.6,-3.6
PAMA,34.2,0.52
PANGAL,39.03,-0.72
BANGALI,39.02,-0.73
PANGAYAMBO,39.55,-3.8
PAPLISANA,34.97,-0.32
PAPONDITI,34.93,-0.32
PARAPARTUN,35.82,0.45
PARKLANDS,36.8,-1.25
PARMALOK,36.05,0.6
PARTARAI,36.8,-1.05
PATA,34.35,-0.03
PATANRERO,38.95,2.87
PASI,36.65,-1.12
PAULO,34.6,-0.77
PAWAKUCHE,34.6,-0.1
PEHILL,34.57,-0.97
PELEPUL,35.7,-0.13
PEMBEZAKALOSUBLOCATION,39.53,-3.85
PEMWAI,35.77,0.57
PEMWAIFOREST,35.77,0.57
PENDAKULA,39.93,-3.38
PENDEZA,40.03,-1.48
PENDEZA,39.63,-3.95
PEONO,36.72,-1.08
PEPGADERA,34.32,-0.25
PEPPERCORN,36.47,-0.7
BARGERA,35.97,0.47
PERAKERAIRRIGATIONSCHEME,36.02,0.47
PERCYROCKS,34.28,-0.45
PEREKON,35.77,0.63
PETOKIRI,34.38,-0.58
PINGILIKANI,39.78,-3.78
PINGILIKANISUBLOCATION,39.77,-3.77
PIRIBAYAT,36.25,0.02
PITHRAGODA,34.02,-0.08
POI,35.82,0.77
POLOCLUB,36.75,-1.3
PONGE,34.37,-0.58
PONGE,34.25,-0.53
PONGWESUBLOCATION,39.57,-3.8
PORORSUBLOCATION,35.87,0.85
PORR,36.55,2.9
PORTMANSBRIDGE,36.4,-0.53
PORTSOUTHBY,34.15,-0.2
POSA LAGA,39.63,-0.52
POSTERHILL,35.85,-0.47
POULTON,35.62,-0.35
PUMWANI,39.98,-1.2
PUMWANI,40.07,-1.6
PUMUANI,36.85,-1.28
PUNDO,34.32,-0.78
PUNDO,34.68,-0.05
PUNDA,34.25,-0.08
PUNDU,34.12,-0.7
PURO GOD,34.6,-0.52
PYRAMIDISLAND,33.93,-0.9
PYTHONPOOL,36.82,-1.38
QUFTIKA,39.62,3.05
RABA,39.57,-3.93
RABAI,39.62,-3.97
RABAILOCATION,39.55,-3.92
RABANGO,34.55,-0.58
RABALI,39.02,3.27
RABONDO,34.4,-0.53
RABONDO,34.58,-0.55
RABONDO GOD,34.22,-0.07
RABOUR,34.8,-0.15
RABUOR,34.08,-0.15
RABUOR,34.48,-0.53
RABUOR,34.2,-0.88
KABWUR,34.58,-0.88
RABUOR,34.55,0.05
RABUOR,34.82,-0.15
RABUOR,34.13,-0.82
RABUOR,34.58,-0.88
RABUOR GOD,34.58,-0.42
RABUORKOTIENO,34.73,-0.55
RACHAR,34.27,-0.68
RACHAR,34.23,-0.77
RAE,34.95,-0.25
RAFETI,40.03,1.62
RAGA,34.18,-0.8
RAGANA,34.47,-1.1
RAGEH,37.03,3.37
RAGEN,34.88,-0.32
RAGEN,34.9,-0.32
RAGENGNI,34.37,-0.27
RAGENGNI,34.35,-0.28
RAGIA,36.75,-0.82
RAGODA,34.02,-0.08
RAGOGO,34.08,-0.47
RAGUTA,37.63,-0.3
RAGWE,34.07,-0.57
RAGWEBAY,34.1,-0.55
RAGWEPOINT,34.07,-0.57
RAHALE,40.9,-0.42
RAHALE,38.92,0.07
RAHOLI,39.45,3.22
RAIDAP,40.72,1.52
RAIDAP,40.42,1.78
RAIA,39.6,-0.35
RAIYA,41.3,3.77
RAGOUM,34.4,0.03
RAKWARO,34.75,-0.35
RAKWARO,34.58,-0.8
RALAK,34.27,0.3
RALANG,34.03,-0.78
RAMAADABLI,40.23,0.95
RAMAGUDA,40.75,0.08
RAMATA,38.65,3.53
RAMATO,40.92,2.58
RAMATROBI,37.77,2.08
RAMBA,34.85,-0.42
RAMBA,34.32,-0.07
RAMBA,34.3,0.05
RAMBA,34.38,-0.08
RAMBA,34.05,-0.47
RAMBARA,34.7,-0.07
RAMBASUBLOCATION,34.37,-0.1
RAMBUGUISLAND,34.53,-0.18
RAMBULA,34.3,0.22
RAMBULASUBLOCATION,34.3,0.2
RAMBUSI,34.4,-0.6
RAMBUSI,34.4,-0.62
RAMOGI,34.05,-0.02
RAMOGI,34.05,0.02
RAMOYA,34.02,-0.63
NYAMILA,34.4,-0.65
RAMU,41.22,3.93
RAMU,40.93,2.43
RAMU EL,40.88,2.03
RAMULA,34.87,-0.42
RAMULLA,34.95,-0.12
RAMULLA,34.93,-0.12
RAMUNDESUBLOCATION,34.28,0.27
RANALO,34.3,-0.37
RANDAGO,34.28,0
RANDUNA,34.57,-0.07
RANDUNG,34.55,-0.63
RANEN,34.55,-0.08
RANEN,34.57,-0.85
RANEN,34.57,-0.87
RANGALA,34.32,0.15
RANGALA,34.42,0.1
RANGALASUBLOCATION,34.32,0.15
KARINGA,36.62,-1.23
RANGWAHILL,34.02,-0.57
RANGWE,34.58,-0.6
RANJIRA,34.87,-0.15
RANJIRA,34.05,-0.9
RAPARAP,36.1,1.07
RAPEDHI,34.35,-0.77
RAPOE,34.45,-0.08
RAPOGI,34.47,-0.9
RAPSUL,39.32,3.02
RAPUDO,34.45,0.13
RARAGE,34.47,-0.07
RARE,39.78,-3.6
RARESUBLOCATION,39.77,-3.47
RARI,34.23,-0.63
RARIEDA,34.03,-0.2
RARUA,34.55,-0.4
RATA,34.53,-0.05
RATANGA,34.28,-0.75
RATASUBLOCATION,34.53,-0.05
RATENG,34.88,-0.43
GOTRATENG,34.4,-0.53
RAUM,34.1,-0.78
RAWANA LAGA,38.47,3.03
RAWANAPLAIN,38.05,3.03
RAYE,34.27,0.07
RE EL,40.02,1.57
REBEKWA,35.05,-0.18
REBERWA,35.82,0.68
REDAP,39.53,3.07
REDHILLROAD,36.73,-1.18
REDO,39.3,-0.43
REDO GOFA,38.02,2.37
ETO,39.3,-0.35
REGENGNISUBLOCATION,34.35,-0.25
REGINA,34.08,-0.9
REITA,39.7,2.85
REITZ PORT,39.62,-4.05
REMBO,34.13,0.25
RENGUTI,36.62,-1.23
RENGUTISUBLOCATION,36.62,-1.23
RERU,34.45,-0.1
RERU,34.6,-0.62
RESFILA,38.03,2.37
RET,37.9,2.1
RIACHINA,37.08,-0.8
RIAKIANIA,37.22,-0.52
RIAMKANGA,34.2,-0.7
RIANA,34.07,-0.65
RIANA,34.45,-0.77
RIANGOMBE,35.05,-0.08
RIANUNGU,34.07,-0.7
RIARA,36.8,-1.02
RIARA,36.92,-1.2
RIARARIDGEROAD,36.73,-1.13
RIBA,40.62,1.85
RIBE,39.63,-3.88
RIBKWO,35.98,1.18
RIBKWOLOCATION,35.88,1.12
RIDGE,36.35,-0.43
RIGARI,34.98,-0.42
RIGMIO,41.02,-1.15
RIMARAPERA,39.4,-3.55
RIMARAPERA,39.42,-3.57
RIMES,38.77,3.52
RIMESA,38.75,3.45
RINGA,34.85,-0.47
ANYUMBA,34.25,-0.6
RIOSIRI,34.62,-0.77
RIRI,37.05,-0.73
RIRONI,36.63,-1.15
RIRONISUBLOCATION,36.63,-1.15
RIRUTA,36.75,-1.23
RIRUTA,36.73,-1.28
RIRUTASUBLOCATION,36.73,-1.28
RISIISLAND,33.95,-0.47
REDHANGA,37.42,-0.65
RIUKI,36.85,-1.12
RIUKI,36.85,-1.1
RIUKISUBLOCATION,36.82,-1.1
RIUSWAMP,36.63,-1.28
ROCKYVALLEY,36.85,-1.37
RODIKOPANY,34.05,-0.62
MACKENZIE,38.42,-0.07
ROKA,40.45,-1.55
RHOKA,40.02,-1.27
ROKA,39.2,-1.6
ROKA,39.9,-3.43
ROKA GARA,39.45,3.37
ROKASUBLOCATION,39.92,-3.43
ROMBE GOD,34.47,-0.95
ROMICHO,40.62,2.72
RONDI,35.85,0.52
RONDININSUBLOCATION,35.92,0.72
RHONE,40.92,-1.02
RONGAI,36.2,0.47
RONGAI ONGATA,36.43,-0.87
RONGENA,36.03,0.68
RONGO,34.6,-0.77
RONYENYA,34.77,-0.53
ROO,34.12,-0.55
ROO,34.27,-0.53
RORET,35.1,-0.05
ROROWONE,35.95,0.45
ROSODAT,37.58,1.57
ROSSYLINROAD,36.77,-1.2
ROTIK,35.05,-0.08
RHOWA,40.82,-0.47
RHOWA,40.78,-0.47
ROWO,34.15,-0.55
ROYSAMBU,36.88,-1.2
ROYSAMBUHOTEL,36.88,-1.22
RUAKA,36.78,-1.2
RUAKA RUI,36.72,-1.13
RUAAKA,36.75,-1.18
RUAMBITI,37.35,-0.53
RUAMBWA,34.08,0.12
RUAMUTHAMBI,37.23,-0.68
LUANGABBI,34.48,-1.08
RUANGONDU,37.3,-0.48
RUARAKA,36.88,-1.23
RUASIA,36.87,-0.65
RUBA,34.97,-0.1
RUBATESUBLOCATION,37.68,-0.4
RABATI,37.68,-0.4
RUDACHA,33.98,0.12
AMAN,36.98,3.05
RUERIA,37.4,-0.65
RUERIAQUARRIES,37.4,-0.63
RUETA,36.8,-1.13
RUGA,34.45,-0.63
RUGUMU,37.45,-0.4
RUGUS,36.1,0.63
RUGUSSUBLOCATION,36.12,0.65
RUGUTI,37.87,-0.35
RUIKITHIA,37.52,-0.37
RUINI,36.75,-1.2
RUIRU,37.12,-0.7
RUIRU,36.13,-0.13
RUIRU,37.23,-0.47
RUIRU,36.73,-1.05
RUIRUAKA,36.92,-1.23
RUIRUDAM,36.75,-1.03
RUKALA,34.02,0.07
RUKANGA,37.12,-0.72
RUKU,36.7,-1.2
RUKU,36.7,-1.22
RUKUBI,36.7,-1.23
RUKURIRE,37.55,-0.38
RUKURIRISUBLOCATION,37.57,-0.38
OYUNGU,34.03,-0.22
RUMACMINES,34.25,-0.98
RUMIN,35.78,0.32
RUMINDI,37.4,-0.4
RUMINDU,37.38,-0.37
RUNDU,37.22,-0.52
RUNGETOSUBLOCATION,37.42,-0.45
RUNGIKI,36.73,-1.05
RUNGIRI,36.68,-1.23
RUNGURI,36.73,-1.03
RUNGUTHIU,36.73,-1.23
RUNYEJE,37.57,-0.42
RORAMA,37.65,-0.22
RURI,34.97,-0.43
RURI,34.37,-0.55
RURIBAY,34.43,-0.52
RURIHILLS,34.37,-0.55
RURII,37.18,-0.7
RURUMA,39.6,-3.9
RURUMALOCATION,39.58,-3.92
RUSENYA,35.27,-0.65
RUSENYA,35.28,-0.65
RUSINGA,36.18,0.02
RUSINGACHANNEL,34.25,-0.38
RUSINGAISLAND,34.02,-0.4
RUTHERFOORDFALLS,37.12,-0.77
RUTHIMITU,36.7,-1.27
RUTHIMITU,36.7,-1.28
RUTHIMITUSUBLOCATION,36.7,-1.27
ROTUI,37.32,-0.57
RUTUNE,37.02,-0.63
RUWESUBLOCATION,34.42,0.2
RWAMBURIKIUGU,36.58,-1.12
RWANDERISUBLOCATION,37.68,-0.27
RWATHIASUBLOCATION,36.92,-0.65
RYAN,35.68,-0.35
SAAGIMA,40.6,-2.48
SABAREI,36.92,4.03
SABASENA,40.85,1.88
SABEMBE,34.6,-0.12
SABENA,39.6,-0.12
SABENADESERT,39.58,0.92
SABERI,34.48,-0.08
SABIT,36.25,0.68
SABOR,35.87,0.42
SABORSUBLOCATION,35.87,0.42
SABUKIA,36.23,0.05
SAAAUAL,40.2,0.35
SACHE,40.97,2.92
SACHO,35.78,0.38
SACHOLOCATION,35.75,0.35
SAFARIPARKHOTEL,36.88,-1.22
SAFU,34.23,0.2
SAGAISLAND,34.02,-0.28
SAGARUME,34.02,-0.52
SAGASAKSUBLOCATION,35.7,0.4
SAGERO,34.45,-1.1
SAGERO,34.43,-1.08
SAGERO,34.42,-1.08
SAIGUTON,35.78,0.53
SAILONI,40.18,-2.15
SAIMET,35.73,0.4
SAIMOLOCATION,35.95,0.07
SAINTAUSTINSMISSION,36.78,-1.27
SAINTBENOISTESTATE,36.8,-1.2
SAINTGEORGESROAD,36.68,-1.13
SAINTMARYS,37.13,-0.72
SAINTPATRICK,34.12,0.15
SAJIRO,39.72,-2.27
SAKA,39.03,-0.15
SAKA,34.18,0.38
GAMADDA,39.78,3.07
SAKOT,36.82,3.72
SAKUMI,37.2,-0.62
SAKUTIEKSECTION,36.05,-0.08
SAKWALOCATION,34.25,-0.12
SALA,37.68,3.3
SALA,40.13,0.75
SALABANI,36.05,0.55
SALAMALOCATION,40.02,-2.02
SALAMERER,40.08,0.77
SALAWA,36.03,0.78
SALFAKARA,39.68,-2.1
SALIA,39.68,2.78
SAMAGA,39.42,3.22
SAMANGA,34.55,-0.45
SAMANSAB,40.08,2.75
SAMASARO,38.28,3.02
SAMATIAN,36.07,0.58
SAMBAORINDA,34.73,-0.4
SAMGORO,34.8,-0.35
ODIADOL,34.15,0.3
SAMIALOCATION,34.07,0.25
SAMICHA,40.32,-2.52
SAMIKARO,40.28,-2.52
SAMITUK,35.4,-0.85
SAMJI,37.62,-0.32
SAMSONSCORNER,37.37,-0.55
SAMSONSCORNER,37.35,-0.57
SAMUNYU,34.4,-0.55
SANDAKACHA,40.62,-2.47
SANDAPOINT,34.03,-0.07
SANGADORKAT,40.75,-1.18
SANGAILU,40.73,-1.32
SANGALAANTARE,36.93,2.28
SANGAI,34.6,-0.42
SANGALTA,37.63,2.58
SANGLA,34.12,-0.68
SANGOLEAKU,40.87,-0.55
KACHPOINT,34.78,-0.28
SANGOROTA,34.8,-0.03
SANGO,34.55,-0.57
SANGUBURU,34.82,-0.03
SANJWERU,34.15,-0.7
SANKURI,39.58,-0.3
SAOSET,35.42,-0.8
SAPARI LAGA,36.22,4.38
SARA,39.63,3.15
SARADIDI,34.38,-0.12
SARAMEKDAM,35.18,-0.82
SARBUYE,39.9,-2.18
SARDINDIDAPLAIN,39.78,2.4
SARDU EL,37.02,4.02
SARE,34.53,-0.9
SARE,34.53,-0.92
SARE,34.6,-0.37
SARE,34.43,-0.78
SARE LAKE,34.05,-0.03
SAREGO,41.38,3.65
SARIBA,40.03,0.62
SARIM,40.97,-0.38
SARIM,40.93,-0.47
SARIRA,41.28,-1.35
SARTIS,40.03,0.27
SARTUMAI LAK,40.65,0.88
SASETA,35.28,-0.63
SASURIFALLS,34.48,0.08
SATAMESA,38.57,3.02
SATIET,35.37,-0.63
SATORAWANO,40.03,1.73
SAUONISWAMP,35.65,0.47
SAWAGONGO,34.45,0.08
SAYE,34.72,-0.45
SCLATERSROAD,36.57,-1.08
SEASIN,35.35,-0.62
SEGA,34.22,0.25
SEGASUBLOCATION,34.2,0.25
SEGEL,37.93,2.53
SEGEL LAGA,37.95,2.63
SEGEMIK,35.23,-0.85
SEGEMIK,35.27,-0.85
SEGERE,34.03,0.12
MUDDOSEGUNTI,36.75,3.22
SEIRIA,34.32,0.62
SEKA,34.2,-0.73
SEKA,34.07,-0.35
SEKA,34.68,-0.35
SEKIISLAND,34.13,-0.25
SEKUTIET,35.27,-0.68
SELEGUBLOPASS,37.05,4.27
SELELIO,39.08,2.93
AWACH,34.47,-0.1
AWACH,34.47,-0.18
SEMELOCATION,34.52,-0.08
SENA,34.05,-0.48
SENA,34.07,-0.47
SENETWET,35.02,-0.27
SENGERA,34.08,-0.62
SENGERARUA,37.87,1.72
SENGRE,34.82,-0.05
SENTINELISLAND,34.27,-0.4
SERA LAGA,39.07,3.52
SERALATUBI,37.88,1.58
SERANI RAS,39.68,-4.07
SERAWONGO,34.13,-0.15
SERELEARKA,36.98,2.2
SEREOLMANTORRE,37.78,1.4
SERETUNIN,35.78,0.55
SERETYOT,35.42,-0.45
SERGOTHWA,35.72,0.78
SERIKALI,34.23,-0.82
SERIRUA,37.85,1.45
SERKONGHUN,35.77,0.6
SERO,34.05,-0.62
SERO,34.48,-0.6
SESE,34.27,0.13
SCIABEL GEBEL,37.82,3.08
SHABWALI,34.08,0.23
ASHAKABABOLAKE,40.18,-2.42
SHAIKULUNUNU,39.93,-0.98
SHAKALONI,39.9,-0.98
DARESSALAAM,41.53,-1.65
SHAMAKHOKHO,34.08,0.12
SHAMBWENI,39.62,-3.4
SHAMBWENI,39.63,-3.42
SHAMENEK,36.27,0.13
SHANZU,39.75,-3.97
SHAURIMOYO,39.82,-3.75
SHAURIMOYO,36.85,-1.28
SHAUNIMOYO,40.08,-2.18
SHELATE EL,40.07,1.72
SHESHE,40.07,-2.32
ESHIANDA,34.48,0.02
SHIANDASUBLOCATION,34.48,0.02
SHIDELEWA,34.25,0.05
SHIHULU,34.07,0.2
SHIMANZALI,40.08,-2.18
SHAMANZI,39.63,-4.05
SHIMBIRE,39.55,-0.05
SHIMBIRI,39.95,-0.92
SHIMBIRE,40.6,0.53
SHIMBIRRFADUMA,40.52,3.03
SHIMOLATEWA,39.73,-3.95
SHIMOLATEWASUBLOCATION,39.73,-3.97
SHIN,36.47,3.92
SHINILPLAIN,38.65,3.43
SHINOI,34.07,0.03
SHIRANGO,39.27,-3.47
SHUBKIGERSA,39.12,0.68
SHUBWARABWA LAK,40.02,0.75
SIA,34.15,0.05
SIAMOLIMO,37.98,-0.32
SIAMUFUA,34.07,0.12
SIANDA,34.07,-0.05
SIANDA,34.28,0.2
SIANDA,34.37,0.27
SIAYA,34.32,0.07
SIAYADISTRICT,34.25,-0.08
SIBEMBE,34.55,0.05
SIBILLO,35.92,0.68
SIBILOI,38.8,2.97
SIBILOSUBLOCATION,35.88,0.7
SIBILOT,36.32,3.7
SIBUOCHE GOD,34.35,-0.98
SIDADA,34.42,0.15
SIDEDE,34.35,-0.65
SIDEH,40.07,1.73
SIDHOEASTSUBLOCATION,35.07,-0.1
SIDHOWESTSUBLOCATION,34.88,-0.1
SIDINDI,34.38,0.15
SIDOK,34.13,0.1
SIDUNDU,34.42,0.02
SIENGA,34.02,-0.43
SIENGAPOINT,34.02,-0.43
SIFUISLAND,34.1,-0.13
SIFUYO,34.12,0.13
SIFUYO,34.12,0.02
SIFUYOSUBLOCATION,34.13,0.15
