InputID,TargetID,Distance
101010101,12777,0.0456261517871
101010102,12777,0.0421737073057
101010201,12777,0.0638397355163
101010202,12777,0.0603106571281
101010301,12777,0.0715360748115
101010302,12777,0.0876213263115
101010303,12777,0.0786907165495
101010401,14718,0.0831563802593
101010402,14718,0.0880158908298
101010501,12777,0.0523389056629
101010502,12777,0.0455970094345
101020101,12777,0.0717482734854
101020102,12777,0.0646422158791
101020201,58,0.0825336872179
101020202,58,0.092007037591
101020203,58,0.0859272702043
101020301,58,0.0765376687261
101020302,58,0.0818688327751
101020401,12777,0.0613494635452
101020402,58,0.0713151173993
101020501,58,0.055435316678
101020502,58,0.0596354569195
101030101,14718,0.0792712075578
101030102,14718,0.0648575814625
101030201,14718,0.066559823261
101030202,14718,0.0732439119078
101030301,14718,0.0117667340718
101030302,14718,0.012017197115
101030303,14718,0.00916371716809
101030401,14718,0.024323724855
101030402,14718,0.0126119145751
101030501,12777,0.0860857998086
101030502,14719,0.0846794562786
101030503,14718,0.0805254303911
101030601,14718,0.0577546218466
101030602,14719,0.0694018129479
101030603,14718,0.043524011451
101030701,14718,0.0698966615776
101030702,14718,0.0443944979726
101040101,58,0.0869515534805
101040102,14718,0.104766416799
101040201,58,0.0565845031653
101040202,58,0.0545064475227
101040301,58,0.0973028631488
101040302,58,0.0957699421579
101040401,14718,0.0916884282708
101040402,14718,0.0852392740467
101040501,14718,0.0755180638001
101040502,14718,0.0683000715519
101040601,14718,0.0727411189428
101040602,14718,0.0616345154274
101040701,14718,0.0881112570601
101040702,14718,0.0851992916811
101040801,58,0.0906237178282
101040802,58,0.041606061208
101050101,12777,0.0848751936499
101050102,12777,0.0699203817004
101050201,12777,0.081839656144
101050202,12777,0.0697560665858
101050301,12777,0.0661866837313
101050302,12777,0.0625511070639
101050303,12777,0.0589867160137
101050401,12777,0.0797120024171
101050402,12777,0.0958704367208
101050501,12777,0.0673196437498
101050502,12777,0.0547326865212
101050503,12777,0.059616374362
101060101,12777,0.0382868240674
101060102,12777,0.0355447916651
101060201,15002,0.0138149402556
101060202,12777,0.0354654024827
101060203,15002,0.0347274091068
101060301,14846,0.0526327119593
101060302,14846,0.017636444455
101060303,12777,0.044903776381
101060401,15002,0.0257651101413
101060402,15005,0.0176630820831
101060403,15002,0.0275074961293
101060501,12777,0.0187177997666
101060502,12777,0.0147824810424
101060601,12777,0.0249814603598
101060602,12777,0.0129809501431
101070101,12776,0.0170499725432
101070201,12776,0.0197867065532
101070202,12776,0.0182035953592
101070301,12776,0.00238655138433
101070302,12776,0.0150229242855
101070401,12777,0.033975593903
101070402,12777,0.0252840130752
101070501,12776,0.0336022646757
101070502,12777,0.0396863914863
101070601,12777,0.0359552950593
101070602,12777,0.0250841333578
101070603,12777,0.0195827780274
101080101,12777,0.0252358983708
101080102,12777,0.0204883069783
101080103,12777,0.033996359463
101080104,12777,0.0301116351545
101080201,59,0.028525308437
101080202,59,0.000125054751796
101080301,12782,0.00134016883608
101080302,59,0.017585480183
101080401,12777,0.0362486635814
101080402,58,0.00355917419155
101080501,12777,0.0454416739734
101080502,58,0.0384257785576
101080601,12777,0.0278215152382
101080602,12777,0.0352687109177
101080701,12777,0.0265865299694
101080702,12777,0.0226470970911
201010101,14573,0.00252267171568
201010102,14715,0.0122607969742
201010201,14835,0.0155994768969
201010202,14844,0.00264879561045
201010301,14696,0.0355581935116
201010302,14696,0.0179757277002
201010303,14719,0.0157472463743
201010401,14411,0.00874085507829
201010402,14411,0.0163837732128
201010501,14844,0.00983780397597
201010502,14835,0.0242139964453
201010503,14717,0.00817089419931
201010504,14835,0.0156073664426
201010505,14835,0.00548787994973
201010601,14563,0.00716243628982
201010602,14696,0.00763033344907
201010701,14696,0.0197016054152
201010702,14240,0.0218217874854
201010801,14717,0.00618194774726
201010802,14698,0.0032000249967
201010803,14715,0.00360678483818
201010901,14837,0.00728601129203
201010902,14851,0.00534299476199
201010903,14841,0.0142317223879
201010904,14844,0.0130172460175
201010905,14841,0.0127887926397
201011001,14255,0.00977229978843
201011002,14398,0.0186190199135
201020101,16416,0.0238577646832
201020102,16411,0.00701416733747
201020103,16433,0.00814019044652
201020201,16433,0.0141322371484
201020202,14240,0.0237883815217
201020203,14240,0.0296352791705
201020204,16433,0.0208171904135
201020301,16419,0.0243916251292
201020302,16419,0.0191930969514
201020303,16078,0.0429906717729
201020304,16419,0.0369592699304
201020401,16421,0.0252833688642
201020402,16421,0.0371837499237
201020403,16421,0.0261602184814
201020404,16408,0.0310904188058
201020405,16408,0.0274581481874
201020406,16408,0.0434329321174
201020501,16433,0.0364852828351
201020502,14240,0.0365232441775
201020503,14240,0.0410287382906
201030101,16085,0.000547428535696
201030102,29,0.0120499859496
201030103,16429,0.01854235614
201030201,14556,0.0153396502371
201030202,14556,0.00884240298415
201030301,14707,0.0107852425758
201030302,14705,0.00757222268349
201030401,14392,0.010390740686
201030402,14703,0.0182857834425
201030501,16102,0.029392688949
201030502,14699,0.0245645992696
201030503,14840,0.0237157089316
201030504,16102,0.0240010501498
201030601,16086,0.00247357149045
201030602,14395,0.0332694824718
201030603,16078,0.0242281176259
201040101,16303,0.00432876555115
201040102,16404,0.00124868471419
201040201,16208,0.0247394145798
201040202,16208,0.0352953986716
201040203,16208,0.0196480666656
201040204,16208,0.0298704263217
201040301,16210,0.0274615585872
201040302,16411,0.0283333952322
201040401,16210,0.0519943981005
201040402,16210,0.0169569604496
201040501,16314,0.0292930847433
201040502,16418,0.0125218955026
201040601,16305,0.034093435283
201040602,16305,0.0105039554498
201040603,16220,0.0149841073493
201040604,16211,0.0190084224066
201040701,16210,0.0366114814651
201040702,16416,0.0289274273107
201040703,16415,0.0247961666102
201040801,16201,0.0183323823874
201040802,16204,0.0211921175618
201040901,16199,0.0414571797101
201040902,16200,0.0159041883267
201050101,14842,0.00716730410374
201050102,14849,0.013803519735
201050103,14863,0.0133360266977
201050104,14867,0.00130612682418
201050201,14993,0.0131763253587
201050202,14853,0.00646063809468
201050203,14716,0.0201427251589
201050204,14849,0.018367152279
201050301,15016,0.0106320748542
201050302,15000,0.00545394843144
201050303,12770,0.0111628221137
201050304,12781,0.0221640022474
201050401,12775,0.00900253091344
201050402,12772,0.00655979567627
201050403,14868,0.00444756879593
201050404,15009,0.00733660694947
201050405,15006,0.0320466862495
201050501,14985,0.00786889867791
201050502,14852,0.0142644530181
201050503,14854,0.00882246213513
201050504,14854,0.00197079394643
201050601,14851,0.00846895974104
201050602,14850,0.00906278071856
201050603,14837,0.0148960993743
201050604,14839,0.00650235349401
202010101,71,0.0610841262253
202010102,71,0.0183618196631
202010103,71,0.0330986892597
202010104,71,0.0135388261108
202010201,71,0.00157332814283
202010202,71,0.00473864385443
202010203,71,0.00589566398029
202010204,71,0.0169596880996
202010205,71,0.00178857638951
202010301,71,0.0926161741779
202010302,71,0.0565900376955
202010303,71,0.0492846858461
202010401,71,0.0696766933114
202010402,71,0.0307441988211
202010403,71,0.0465480172842
202010404,71,0.0432474364567
202010501,71,0.0756523014874
202010502,75,0.0647719307334
202010503,75,0.070090132535
202010504,75,0.0657988845624
202010601,71,0.123469917797
202010602,71,0.0957462024457
202010603,71,0.0893224256659
202010604,71,0.11291908883
202020101,75,0.0886001584936
202020102,75,0.0662744433897
202020103,75,0.0718169252883
202020201,75,0.0183196147266
202020202,75,0.00532315047472
202020203,75,0.00970331488339
202020301,75,0.0267335545442
202020302,75,0.0490948704352
202020303,75,0.0481059558876
202020401,75,0.0855514460313
202020402,75,0.0978927128325
202020403,75,0.114247491905
202020404,75,0.0932740726955
202030101,75,0.0515543277713
202030102,75,0.0354820323485
202030103,75,0.00282182253809
202030104,75,0.0203621898597
202030201,75,0.0546999730427
202030202,75,0.0491638287328
202030203,75,0.0728989490496
202030301,75,0.0308581605738
202030302,75,0.0267581184468
202030303,75,0.00680544247309
202030304,75,0.0055653170459
202030401,75,0.0154047761192
202030402,75,0.0419467311348
202030403,75,0.0318245895522
202030404,75,0.0186967874024
202030501,75,0.00399707097027
202030502,75,0.00753398133261
202030503,75,0.0250414278581
202030504,75,0.0359140602484
202030601,76,0.03976057333
202030602,75,0.0268302939413
202030603,75,0.0227793946239
202030604,76,0.0347128461434
202040101,75,0.00893298964478
202040102,75,0.0204757606496
202040103,75,0.0253287266694
202040201,71,0.0433660076765
202040202,75,0.0255332296808
202040203,75,0.045427594129
202040301,65,0.0218382641335
202040302,71,0.0270957528702
202040303,71,0.00761738947295
202040304,65,0.00220420008251
202040401,76,0.0614702775417
202040402,76,0.0430418418414
202040403,76,0.0316335039005
202040404,75,0.0473947570113
202040501,75,0.0294758252446
202040502,75,0.0357760990509
202040503,75,0.0360171242318
202040601,75,0.0051986014726
202040602,75,0.0345557531355
202040603,75,0.012643415783
202050101,75,0.00357775344915
203010101,70,0.0038395745915
203010102,70,0.00387269532753
203010103,70,0.0171943288212
203010104,70,0.000649289069689
203010105,70,0.0312048623285
203010201,69,0.00825158542411
203010202,69,0.00497967282644
203010203,70,0.00810432852159
203010301,69,0.027103668366
203010302,69,0.0373952490632
203010303,69,0.00802156556393
203010401,70,0.00542670280276
203010402,69,0.0111647499376
203010403,70,0.0291814917059
203020101,69,0.0392725697533
203020102,69,0.0374282925199
203020103,69,0.0544350583257
203020201,69,0.0534988800852
203020202,69,0.0533277393455
203020203,69,0.0370748072107
203020301,69,0.0172907925001
203020302,69,0.0227946664933
203020303,69,0.00445553457144
203020304,69,0.000396089543734
203020401,69,0.0224882899457
203020402,69,0.00087474753029
203020403,69,0.0208955985493
203020404,69,0.000106251738447
203020405,69,0.0123427421918
203030101,69,0.0373312968745
203030102,69,0.0413852640344
203030103,69,0.0461875408543
203030104,69,0.0150818963352
203030201,69,0.0204793758932
203030202,69,0.00163191273133
203030203,69,0.0127812662721
203030204,69,0.00135020036692
203030301,70,0.0447059563379
203030302,70,0.0327910111487
203030303,70,0.0425222226002
203030304,70,0.0577974034586
203030401,70,0.0477047414844
203030402,70,0.049233006584
203030403,69,0.0624733685999
203030404,70,0.0618413754982
203040101,70,0.0185568713769
203040102,70,0.0390859583433
203040103,70,0.0181076044483
203040104,70,0.0189335652947
203040105,70,0.0298690694906
203040106,70,0.0196596964155
203040107,70,0.031548299261
203040201,70,0.00616713869066
203040202,70,0.00031152845093
203040203,70,0.00521761007509
203040204,70,0.000539425533224
203040205,70,0.00633259174322
203040206,70,0.0205678082817
203040301,70,0.0283559234371
203040302,70,0.0117701894075
203040303,70,0.0188790019525
203040304,70,0.0274494576943
203040401,70,0.034131202839
203040402,69,0.0364776951987
203040403,69,0.0257390933129
203040404,70,0.0293693998464
203040501,70,0.0160895609216
203040502,70,0.0311973977286
203040503,70,0.0150402825082
203040504,70,0.0245663786216
203050101,69,0.0226380094755
204010101,74,0.317485535173
204010102,74,0.288491286903
204010201,186,0.309408501883
204010202,84,0.288633608761
204010301,74,0.243108947994
204010302,74,0.253007664739
204010401,84,0.230619258009
204010402,84,0.241812678374
204010403,84,0.255550590206
204010501,186,0.263120503882
204010601,84,0.252773693631
204010602,0,0.195107301
204010603,0,0.202964039878
204010604,186,0.262019279653
204020101,84,0.0735332326748
204020102,84,0.0513098209038
204020103,84,0.0479317374933
204020201,84,0.0999953961598
204020202,84,0.148323350126
204020203,84,0.163443882265
204020301,84,0.174369517047
204020302,84,0.212366907396
204020303,84,0.148366040316
204020401,84,0.163074919114
204020402,84,0.109888812748
204020403,84,0.174576876121
204030101,74,0.178693560984
204030102,35,0.179302476428
204030201,74,0.111190984676
204030202,74,0.134493627012
204030203,74,0.17293149957
204030301,74,0.191502725487
204030302,74,0.200695442972
204030401,35,0.0701923244475
204030402,74,0.0910555303057
204030403,34,0.122785871966
204030404,35,0.0887378513801
204030501,35,0.253561264267
204030502,35,0.248504147634
204040101,7,0.0731757092932
204040102,16199,0.0560991638251
204040103,16199,0.038480370716
204040104,7,0.0523790198076
204040105,7,0.0717154274888
204040201,16201,0.0554690946142
204040202,16200,0.0939816926266
204040203,16200,0.0440235875113
204040204,16201,0.040700051614
204040301,9,0.053217353416
204040302,9,0.0399598192274
204040303,7,0.0292183890337
204040304,7,0.0306462200803
204050101,35,0.0959159001674
204050102,35,0.0819317123687
204050103,35,0.144650197422
204050104,1,0.0828853098488
204050105,73,0.117389871857
204050201,7,0.183870983093
204050202,7,0.101167336694
204050203,7,0.0827351055494
204060101,83,0.138072191384
204060102,84,0.140883623816
204060103,84,0.101520085684
204060104,83,0.188268444398
204060105,84,0.183333917756
204060201,74,0.183282893545
204060202,84,0.165201451249
204060203,84,0.190944679299
204060204,74,0.205946197091
204060205,74,0.184168251133
204060301,84,0.0401251126528
204060302,84,0.0994642692268
204060401,84,0.0224416369419
204060402,84,0.0163433588556
204060501,84,0.030834120937
204060502,84,0.0627834030741
204060601,84,0.115449541788
204060602,84,0.137386251713
204060603,84,0.108246686136
204070101,74,0.0747275321298
204080101,69,0.0463257926352
205010101,83,0.00756094367607
205010102,74,0.050127156023
205010103,74,0.0123652903589
205010104,74,0.0184271514813
205010201,74,0.0370596506071
205010202,74,0.017402357261
205010203,74,0.0255208943089
205010204,74,0.0163448114597
205010301,74,0.0140361852662
205010302,83,0.0184891597044
205010303,74,0.0326074765998
205010304,74,0.029069771893
205010401,83,0.00702945271097
205010402,83,0.0322098070495
205010403,83,0.0229530368937
205010404,83,0.0443791197204
205010501,83,0.0858889518239
205010502,83,0.0783845886526
205010503,83,0.118677424662
205010504,83,0.0912216720485
205020101,72,0.0644189662527
205020102,72,0.0896462918529
205020103,72,0.0326749457881
205020104,72,0.0283349642068
205020105,72,0.0111981880067
205020201,72,0.0628516762959
205020202,72,0.0900758249886
205020203,72,0.104562903526
205020204,72,0.0696520841483
205020301,72,0.138069023335
205020302,83,0.0746011924067
205020303,72,0.167725394838
205020401,72,0.0218105918801
205020402,71,0.0173912636595
205020403,71,0.0245749143496
205020404,72,0.00653417062287
205020501,74,0.0304868125747
205020502,72,0.00153901980806
205020503,74,0.00529916538195
205020504,72,0.018414363915
205030101,71,0.0307405865796
205030102,71,0.00163794123027
205030103,71,0.00420555781166
205030104,71,0.0278253728487
205030105,71,0.038431465217
205030106,71,0.0409711899187
205030107,71,0.0104900205568
205030201,71,0.0418193628619
205030202,71,0.0404144394998
205030203,71,0.0349186025896
205030301,71,0.0830989418646
205030302,71,0.115071258181
205030303,71,0.0745115723795
205030304,71,0.0391239129651
205030305,71,0.0303710255636
205030306,71,0.0219690694353
205030307,71,0.0617040542016
205030401,71,0.0761738098195
205030402,71,0.0554273750535
205030403,71,0.0626356609377
205030404,71,0.0598815680341
205030405,71,0.0840564938152
205030406,71,0.054970761645
205030501,71,0.0145936244933
205030502,71,0.00448665160019
205030503,71,0.00595594263466
205030504,71,0.0304137993253
205030601,71,0.00279031593003
205030602,71,0.00139556085582
205030603,71,0.00710816913053
205030604,71,0.0104617827682
205030605,71,0.0199126320964
205030606,71,0.00964289218358
205030607,71,0.00787224975249
205030608,71,0.0115710642195
205030701,71,0.00482971598416
205030702,71,0.00957282607308
205030703,71,0.00982496207866
205030704,71,0.00757487826273
205040101,2,0.0491976311813
205040102,73,0.0371758950918
205040103,73,0.0198828376361
205040104,73,0.0255085442426
205040105,73,0.00929592309632
205040201,73,0.037452180203
205040202,73,0.0270781213796
205040203,73,0.0119284802724
205040204,73,0.0435281520694
205040205,73,0.0163397694048
205040301,71,0.025591066753
205040302,71,0.0167130372744
205040303,71,0.0322430976136
205040304,71,0.0256943046335
205040401,70,0.0577293020565
205040402,71,0.0465588199259
205040403,70,0.0481806579516
205040404,71,0.0470290637069
205040501,70,0.0312849684519
205040502,70,0.0450513282825
205040503,70,0.0543309093626
205040504,70,0.056320851537
205040505,70,0.0426007032881
205040506,70,0.0332600007915
205040601,71,0.0449504823411
205040602,70,0.0453896214292
205040603,71,0.0269967587746
205050101,2,0.0038313649402
205050102,2,0.0229669855166
205050103,2,0.0215628041503
205050104,70,0.0271230491021
205050105,70,0.0159507629751
205050106,70,0.00442958295191
205050107,70,0.0227289623423
205050108,2,0.027648354924
205050201,73,0.0279921424599
205050202,2,0.0284487097385
205050203,73,0.0416647577251
205050204,73,0.020266091417
205050205,2,0.0182308934968
205050301,2,0.0181033937058
205050302,2,0.0364697090162
205050303,73,0.0392763471867
205050304,70,0.0506164900074
205050305,2,0.0343181095661
205050306,70,0.0369414593993
205050401,73,0.0113969585683
205050402,73,0.0154094753855
205050403,73,0.0117959910439
205050404,73,0.00667336997598
205050405,73,0.0238516621975
205050406,73,0.0148942690425
205050407,73,0.0250173504335
205050408,73,0.0357766671745
205050409,73,0.0267262506323
205060101,73,0.0283064566447
205060102,73,0.0202766326111
205060103,73,0.0125001846102
205060104,73,0.00300385338074
205060105,73,0.00752683758493
205060201,73,0.00325220031352
205060202,73,0.020007449485
205060203,73,0.00665798655685
205060204,73,0.0317194081855
